,Batch,ID,Time,Class,Confidence,Size
336,D2018_02_25_S00434_I0776,E4,3617,embryo,0.6765,0.2000
337,D2018_02_25_S00434_I0776,E4,2218,zona,0.9991,0.2921
338,D2018_02_25_S00434_I0776,E4,2218,embryo,0.5977,0.2406
339,D2018_02_25_S00434_I0776,E4,6897,zona,0.9965,0.4617
340,D2018_02_25_S00434_I0776,E4,6897,embryo,0.7839,0.2950
341,D2018_02_25_S00434_I0776,E4,2866,zona,0.9999,0.2937
342,D2018_02_25_S00434_I0776,E4,2866,embryo,0.9098,0.2008
343,D2018_02_25_S00434_I0776,E4,4177,zona,0.9996,0.2884
344,D2018_02_25_S00434_I0776,E4,4177,embryo,0.8886,0.1839
345,D2018_02_25_S00434_I0776,E4,6857,zona,0.9838,0.3178
346,D2018_02_25_S00434_I0776,E4,2419,zona,0.9986,0.3042
347,D2018_02_25_S00434_I0776,E4,2419,embryo,0.8363,0.2061
348,D2018_02_25_S00434_I0776,E4,3346,zona,0.9995,0.2995
349,D2018_02_25_S00434_I0776,E4,3346,embryo,0.9547,0.2218
350,D2018_02_25_S00434_I0776,E4,2592,zona,0.9988,0.3897
351,D2018_02_25_S00434_I0776,E4,2592,embryo,0.7880,0.2278
352,D2018_02_25_S00434_I0776,E4,4247,zona,0.9993,0.3963
353,D2018_02_25_S00434_I0776,E4,3497,zona,0.9990,0.3977
354,D2018_02_25_S00434_I0776,E4,1628,zona,0.9997,0.2909
355,D2018_02_25_S00434_I0776,E4,2048,zona,0.9997,0.3052
356,D2018_02_25_S00434_I0776,E4,3467,zona,0.9997,0.3045
357,D2018_02_25_S00434_I0776,E4,3467,embryo,0.6650,0.2227
358,D2018_02_25_S00434_I0776,E4,3076,zona,0.9994,0.3765
359,D2018_02_25_S00434_I0776,E4,3076,embryo,0.9499,0.1821
360,D2018_02_25_S00434_I0776,E4,2756,zona,0.9999,0.3044
361,D2018_02_25_S00434_I0776,E4,2756,embryo,0.9366,0.1904
362,D2018_02_25_S00434_I0776,E4,5870,zona,0.9990,0.3787
